start, 2012-11-26 15:08:25.520, 30
timestamp, sec, x, y, z, m11, m12, m13, m21, m22, m23, m31, m32, m33, heading, heading_acc
2012-11-26 15:08:29.160, 3.708567, 0.022568, -0.052017, -1.040588, 0.999902, 0.006115, -0.012597, -0.006092, 0.999980, 0.001866, 0.012608, -0.001790, 0.999919, 54.206635, 25.000000
2012-11-26 15:08:29.193, 3.741038, -0.014938, -0.024338, -1.040146, 0.999906, 0.008499, -0.010748, -0.008514, 0.999963, -0.001322, 0.010736, 0.001413, 0.999941, 54.206635, 25.000000
2012-11-26 15:08:29.224, 3.772547, -0.051804, -0.014267, -1.042648, 0.999840, 0.014066, -0.011035, -0.014086, 0.999899, -0.001710, 0.011010, 0.001865, 0.999938, 54.206635, 25.000000
2012-11-26 15:08:29.256, 3.804475, -0.042511, -0.021805, -1.010895, 0.999699, 0.021240, -0.012275, -0.021216, 0.999773, 0.002017, 0.012316, -0.001756, 0.999923, 54.206635, 25.000000
2012-11-26 15:08:29.289, 3.836647, -0.038376, -0.008987, -1.007858, 0.999566, 0.026803, -0.012246, -0.026706, 0.999611, 0.008047, 0.012457, -0.007716, 0.999893, 54.206635, 25.000000
2012-11-26 15:08:29.321, 3.868941, -0.031738, -0.013733, -0.998886, 0.999418, 0.032139, -0.011445, -0.031987, 0.999401, 0.013231, 0.011863, -0.012857, 0.999847, 54.206635, 25.000000
2012-11-26 15:08:29.352, 3.900227, -0.012650, -0.022079, -0.971924, 0.999272, 0.036986, -0.009365, -0.036837, 0.999199, 0.015648, 0.009936, -0.015292, 0.999834, 54.206635, 25.000000
2012-11-26 15:08:29.384, 3.931771, 0.000946, -0.022781, -0.965790, 0.999163, 0.040826, -0.002648, -0.040779, 0.999041, 0.015945, 0.003296, -0.015824, 0.999869, 54.206635, 25.000000
2012-11-26 15:08:29.415, 3.963492, 0.021057, -0.014709, -1.010971, 0.998959, 0.045507, 0.003200, -0.045549, 0.998854, 0.014685, -0.002528, -0.014816, 0.999887, 54.206635, 25.000000
2012-11-26 15:08:29.448, 3.996099, 0.043015, -0.023972, -0.981995, 0.998762, 0.049017, 0.008514, -0.049120, 0.998717, 0.012340, -0.007899, -0.012743, 0.999888, 54.206635, 25.000000
2012-11-26 15:08:29.480, 4.027579, 0.018219, -0.024323, -0.943802, 0.998629, 0.050762, 0.012816, -0.050926, 0.998620, 0.012816, -0.012148, -0.013451, 0.999836, 54.206635, 25.000000
2012-11-26 15:08:29.512, 4.059975, 0.044662, -0.027786, -0.960220, 0.998629, 0.050762, 0.012816, -0.050926, 0.998620, 0.012816, -0.012148, -0.013451, 0.999836, 54.206635, 25.000000
2012-11-26 15:08:29.544, 4.092273, 0.059280, -0.003174, -1.005478, 0.998532, 0.052389, 0.013771, -0.052581, 0.998518, 0.014007, -0.013017, -0.014711, 0.999807, 54.206635, 25.000000
